city,country,latitude,longitude,elevation_m,timezone,resolved_country,source,resolved_at
Port of Spain,Trinidad and Tobago,10.66668,-61.51889,21.0,America/Port_of_Spain,Trinidad and Tobago,open-meteo,2026-08-08T19:00:45+00:00
Couva,Trinidad and Tobago,10.42248,-61.46748,15.0,America/Port_of_Spain,Trinidad and Tobago,open-meteo,2026-08-08T19:00:46+00:00
Bacolet,Trinidad and Tobago,11.17539,-60.72263,61.0,America/Port_of_Spain,Trinidad and Tobago,open-meteo,2026-08-08T19:00:46+00:00
Arima,Trinidad and Tobago,10.63737,-61.28228,62.0,America/Port_of_Spain,Trinidad and Tobago,open-meteo,2026-08-08T19:00:47+00:00
San Fernando,Trinidad and Tobago,10.27969,-61.46835,28.0,America/Port_of_Spain,Trinidad and Tobago,open-meteo,2026-08-08T19:00:48+00:00
Radès,Tunisia,36.76946,10.27468,5.0,Africa/Tunis,Tunisia,open-meteo,2026-08-08T19:00:48+00:00
Monastir,Tunisia,35.77799,10.82617,20.0,Africa/Tunis,Tunisia,open-meteo,2026-08-08T19:00:49+00:00
Tunis,Tunisia,36.81897,10.16579,23.0,Africa/Tunis,Tunisia,open-meteo,2026-08-08T19:00:49+00:00
Gabès,Tunisia,33.88146,10.0982,9.0,Africa/Tunis,Tunisia,open-meteo,2026-08-08T19:00:50+00:00
Istanbul,Turkey,,,,,,open-meteo,2026-08-08T19:00:50+00:00
Antalya,Turkey,,,,,,open-meteo,2026-08-08T19:00:51+00:00
Konya,Turkey,,,,,,open-meteo,2026-08-08T19:00:51+00:00
Eskişehir,Turkey,,,,,,open-meteo,2026-08-08T19:00:52+00:00
Alanya,Turkey,,,,,,open-meteo,2026-08-08T19:00:52+00:00
Bursa,Turkey,,,,,,open-meteo,2026-08-08T19:00:53+00:00
İzmir,Turkey,,,,,,open-meteo,2026-08-08T19:00:53+00:00
Diyarbakir,Turkey,,,,,,open-meteo,2026-08-08T19:00:54+00:00
Gaziantep,Turkey,,,,,,open-meteo,2026-08-08T19:00:55+00:00
Kayseri,Turkey,,,,,,open-meteo,2026-08-08T19:00:55+00:00
Rize,Turkey,,,,,,open-meteo,2026-08-08T19:00:56+00:00
Samsun,Turkey,,,,,,open-meteo,2026-08-08T19:00:56+00:00
Sivas,Turkey,,,,,,open-meteo,2026-08-08T19:00:57+00:00
Tekkeköy,Turkey,,,,,,open-meteo,2026-08-08T19:00:57+00:00
Trabzon,Turkey,,,,,,open-meteo,2026-08-08T19:00:58+00:00
İzmit,Turkey,,,,,,open-meteo,2026-08-08T19:00:58+00:00
Ashgabat,Turkmenistan,37.95,58.38333,219.0,Asia/Ashgabat,Turkmenistan,open-meteo,2026-08-08T19:00:59+00:00
Arkadag,Turkmenistan,38.07127,58.06562,229.0,Asia/Ashgabat,Turkmenistan,open-meteo,2026-08-08T19:00:59+00:00
Balkanabat,Turkmenistan,39.51075,54.36713,11.0,Asia/Ashgabat,Turkmenistan,open-meteo,2026-08-08T19:01:00+00:00
Daşoguz,Turkmenistan,41.83625,59.96661,87.0,Asia/Ashgabat,Turkmenistan,open-meteo,2026-08-08T19:01:01+00:00
Providenciales,Turks and Caicos Islands,,,,,,open-meteo,2026-08-08T19:01:01+00:00
Kampala,Uganda,0.31628,32.58219,1223.0,Africa/Kampala,Uganda,open-meteo,2026-08-08T19:01:02+00:00
Kira,Uganda,0.4,32.63333,1168.0,Africa/Kampala,Uganda,open-meteo,2026-08-08T19:01:02+00:00
Entebbe,Uganda,0.05621,32.47949,1151.0,Africa/Kampala,Uganda,open-meteo,2026-08-08T19:01:03+00:00
Kyiv,Ukraine,50.45466,30.5238,179.0,Europe/Kyiv,Ukraine,open-meteo,2026-08-08T19:01:03+00:00
Kharkiv,Ukraine,49.98177,36.25475,94.0,Europe/Kyiv,Ukraine,open-meteo,2026-08-08T19:01:04+00:00
Lviv,Ukraine,49.83826,24.02324,284.0,Europe/Kyiv,Ukraine,open-meteo,2026-08-08T19:01:04+00:00
Dnipro,Ukraine,48.46664,35.04066,120.0,Europe/Kyiv,Ukraine,open-meteo,2026-08-08T19:01:05+00:00
Odessa,Ukraine,46.48572,30.74383,50.0,Europe/Kyiv,Ukraine,open-meteo,2026-08-08T19:01:05+00:00
Zaporizhia,Ukraine,47.86722,35.31639,114.0,Europe/Kyiv,Ukraine,open-meteo,2026-08-08T19:01:06+00:00
Dubai,United Arab Emirates,25.07725,55.30927,24.0,Asia/Dubai,United Arab Emirates,open-meteo,2026-08-08T19:01:06+00:00
Abu Dhabi,United Arab Emirates,24.45118,54.39696,6.0,Asia/Dubai,United Arab Emirates,open-meteo,2026-08-08T19:01:07+00:00
Al Ain,United Arab Emirates,24.19167,55.76056,275.0,Asia/Dubai,United Arab Emirates,open-meteo,2026-08-08T19:01:08+00:00
Orlando,United States,28.53834,-81.37924,30.0,America/New_York,United States,open-meteo,2026-08-08T19:01:08+00:00
Austin,United States,30.26715,-97.74306,149.0,America/Chicago,United States,open-meteo,2026-08-08T19:01:13+00:00
Kansas City,United States,39.09973,-94.57857,274.0,America/Chicago,United States,open-meteo,2026-08-08T19:01:14+00:00
Arlington,United States,32.73569,-97.10807,184.0,America/Chicago,United States,open-meteo,2026-08-08T19:01:14+00:00
Nashville,United States,36.16589,-86.78444,170.0,America/Chicago,United States,open-meteo,2026-08-08T19:01:15+00:00
Cincinnati,United States,39.12711,-84.51439,191.0,America/New_York,United States,open-meteo,2026-08-08T19:01:15+00:00
St. Louis,United States,38.62727,-90.19789,142.0,America/Chicago,United States,open-meteo,2026-08-08T19:01:16+00:00
Columbus,United States,39.96118,-82.99879,235.0,America/New_York,United States,open-meteo,2026-08-08T19:01:16+00:00
East Hartford,United States,41.78232,-72.61203,16.0,America/New_York,United States,open-meteo,2026-08-08T19:01:17+00:00
Inglewood,United States,33.96168,-118.35313,40.0,America/Los_Angeles,United States,open-meteo,2026-08-08T19:01:17+00:00
Atlanta,United States,33.749,-84.38798,320.0,America/New_York,United States,open-meteo,2026-08-08T19:01:18+00:00
Carson,United States,39.1638,-119.7674,1427.0,America/Los_Angeles,United States,open-meteo,2026-08-08T19:01:19+00:00
Chicago,United States,41.85003,-87.65005,179.0,America/Chicago,United States,open-meteo,2026-08-08T19:01:19+00:00
Denver,United States,39.73915,-104.9847,1609.0,America/Denver,United States,open-meteo,2026-08-08T19:01:20+00:00
Las Vegas,United States,36.17497,-115.13722,610.0,America/Los_Angeles,United States,open-meteo,2026-08-08T19:01:20+00:00
Saint Paul,United States,44.94441,-93.09327,242.0,America/Chicago,United States,open-meteo,2026-08-08T19:01:21+00:00
San Jose,United States,37.33939,-121.89496,26.0,America/Los_Angeles,United States,open-meteo,2026-08-08T19:01:21+00:00
Tampa,United States,27.94752,-82.45843,1.0,America/New_York,United States,open-meteo,2026-08-08T19:01:22+00:00
Charlotte,United States,35.22709,-80.84313,229.0,America/New_York,United States,open-meteo,2026-08-08T19:01:23+00:00
Chester,United States,37.91366,-89.82205,204.0,America/Chicago,United States,open-meteo,2026-08-08T19:01:23+00:00
Cleveland,United States,41.4995,-81.69541,199.0,America/New_York,United States,open-meteo,2026-08-08T19:01:24+00:00
East Rutherford,United States,40.83399,-74.09709,24.0,America/New_York,United States,open-meteo,2026-08-08T19:01:24+00:00
Fort Lauderdale,United States,26.12231,-80.14338,1.0,America/New_York,United States,open-meteo,2026-08-08T19:01:25+00:00
Glendale,United States,33.53865,-112.18599,351.0,America/Phoenix,United States,open-meteo,2026-08-08T19:01:25+00:00
Harrison,United States,41.40916,-75.6649,230.0,America/New_York,United States,open-meteo,2026-08-08T19:01:26+00:00
Houston,United States,29.76328,-95.36327,12.0,America/Chicago,United States,open-meteo,2026-08-08T19:01:26+00:00
Los Angeles,United States,34.05223,-118.24368,89.0,America/Los_Angeles,United States,open-meteo,2026-08-08T19:01:27+00:00
Philadelphia,United States,39.95238,-75.16362,12.0,America/New_York,United States,open-meteo,2026-08-08T19:01:27+00:00
San Diego,United States,32.71571,-117.16472,20.0,America/Los_Angeles,United States,open-meteo,2026-08-08T19:01:28+00:00
Sandy,United States,40.59161,-111.8841,1361.0,America/Denver,United States,open-meteo,2026-08-08T19:01:28+00:00
Santa Clara,United States,37.35411,-121.95524,23.0,America/Los_Angeles,United States,open-meteo,2026-08-08T19:01:29+00:00
Seattle,United States,47.60621,-122.33207,56.0,America/Los_Angeles,United States,open-meteo,2026-08-08T19:01:30+00:00
"Washington, D.C.",United States,38.89511,-77.03637,7.0,America/New_York,United States,open-meteo,2026-08-08T19:01:30+00:00
Cary,United States,35.79154,-78.78112,152.0,America/New_York,United States,open-meteo,2026-08-08T19:01:31+00:00
Commerce City,United States,39.80832,-104.93387,1572.0,America/Denver,United States,open-meteo,2026-08-08T19:01:31+00:00
Jacksonville,United States,30.33218,-81.65565,5.0,America/New_York,United States,open-meteo,2026-08-08T19:01:32+00:00
Landover,United States,38.934,-76.89664,17.0,America/New_York,United States,open-meteo,2026-08-08T19:01:32+00:00
Minneapolis,United States,44.97997,-93.26384,253.0,America/Chicago,United States,open-meteo,2026-08-08T19:01:33+00:00
San Antonio,United States,29.42412,-98.49363,198.0,America/Chicago,United States,open-meteo,2026-08-08T19:01:33+00:00
Saint Croix,United States Virgin Islands,,,,,,open-meteo,2026-08-08T19:01:34+00:00
Upper Bethlehem,United States Virgin Islands,,,,,,open-meteo,2026-08-08T19:01:34+00:00
Montevideo,Uruguay,-34.90328,-56.18816,34.0,America/Montevideo,Uruguay,open-meteo,2026-08-08T19:01:35+00:00
Tashkent,Uzbekistan,41.26465,69.21627,424.0,Asia/Tashkent,Uzbekistan,open-meteo,2026-08-08T19:01:36+00:00
Namangan,Uzbekistan,40.9983,71.67257,442.0,Asia/Tashkent,Uzbekistan,open-meteo,2026-08-08T19:01:36+00:00
Port Vila,Vanuatu,-17.73648,168.31366,10.0,Pacific/Efate,Vanuatu,open-meteo,2026-08-08T19:01:37+00:00
Maturín,Venezuela,9.74569,-63.18323,71.0,America/Caracas,Venezuela,open-meteo,2026-08-08T19:01:37+00:00
Caracas,Venezuela,10.48801,-66.87919,887.0,America/Caracas,Venezuela,open-meteo,2026-08-08T19:01:38+00:00
Mérida,Venezuela,8.57899,-71.16922,1389.0,America/Caracas,Venezuela,open-meteo,2026-08-08T19:01:38+00:00
San Cristóbal,Venezuela,7.76593,-72.23576,692.0,America/Caracas,Venezuela,open-meteo,2026-08-08T19:01:39+00:00
Barinas,Venezuela,8.62064,-70.23105,221.0,America/Caracas,Venezuela,open-meteo,2026-08-08T19:01:39+00:00
Guayana,Venezuela,10.37674,-69.87398,373.0,America/Caracas,Venezuela,open-meteo,2026-08-08T19:01:40+00:00
Hanoi,Vietnam,21.0245,105.84117,10.0,Asia/Bangkok,Vietnam,open-meteo,2026-08-08T19:01:40+00:00
Ho Chi Minh City,Vietnam,10.82302,106.62965,7.0,Asia/Ho_Chi_Minh,Vietnam,open-meteo,2026-08-08T19:01:41+00:00
Việt Trì,Vietnam,21.32274,105.40198,25.0,Asia/Bangkok,Vietnam,open-meteo,2026-08-08T19:01:42+00:00
Nam Định,Vietnam,20.43389,106.17729,5.0,Asia/Bangkok,Vietnam,open-meteo,2026-08-08T19:01:42+00:00
Thủ Dầu Một,Vietnam,10.9804,106.6519,20.0,Asia/Ho_Chi_Minh,Vietnam,open-meteo,2026-08-08T19:01:43+00:00
Haiphong,Vietnam,20.86481,106.68345,12.0,Asia/Bangkok,Vietnam,open-meteo,2026-08-08T19:01:43+00:00
Ndola,Zambia,-12.95867,28.63659,1307.0,Africa/Lusaka,Zambia,open-meteo,2026-08-08T19:01:47+00:00
Lusaka,Zambia,-15.40669,28.28713,1277.0,Africa/Lusaka,Zambia,open-meteo,2026-08-08T19:01:47+00:00
Gombani,Zanzibar,,,,,,open-meteo,2026-08-08T19:01:48+00:00
Harare,Zimbabwe,-17.82772,31.05337,1494.0,Africa/Harare,Zimbabwe,open-meteo,2026-08-08T19:01:49+00:00
Oranjestad,Aruba,,,,,,open-meteo,2026-08-08T19:02:46+00:00
London,England,51.50853,-0.12574,25.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:02:47+00:00
Sutton,England,51.35,-0.2,83.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:02:47+00:00
Bromley,England,51.40606,0.01519,72.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:02:48+00:00
Carshalton,England,51.36829,-0.16755,39.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:02:48+00:00
Haringey,England,51.58333,-0.08333,15.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:02:49+00:00
Rotherhithe,England,51.5,-0.05,5.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:02:50+00:00
Rincon,Bonaire,,,,,,open-meteo,2026-08-08T19:02:50+00:00
Willemstad,Curaçao,,,,,,open-meteo,2026-08-08T19:02:51+00:00
Wolverhampton,England,52.58547,-2.12296,160.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:02:51+00:00
Leeds,England,53.79648,-1.54785,50.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:02:52+00:00
Manchester,England,53.48095,-2.23743,51.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:02:52+00:00
Newcastle,England,54.21804,-5.88979,5.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:02:53+00:00
Cayenne,French Guiana,,,,,,open-meteo,2026-08-08T19:02:53+00:00
Gibraltar,Gibraltar,,,,,,open-meteo,2026-08-08T19:02:54+00:00
Europa Point,Gibraltar,,,,,,open-meteo,2026-08-08T19:02:55+00:00
Les Abymes,Guadeloupe,,,,,,open-meteo,2026-08-08T19:02:55+00:00
Le Gosier,Guadeloupe,,,,,,open-meteo,2026-08-08T19:02:56+00:00
Sainte-Anne,Guadeloupe,47.46071,-2.00415,19.0,Europe/Paris,France,open-meteo,2026-08-08T19:02:56+00:00
Guernsey,Guernsey,,,,,,open-meteo,2026-08-08T19:02:57+00:00
Saint Sampson,Guernsey,50.36341,-4.64263,21.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:02:57+00:00
Saint Martin,Guernsey,,,,,,open-meteo,2026-08-08T19:02:58+00:00
Hong Kong,Hong Kong,,,,,,open-meteo,2026-08-08T19:02:58+00:00
Kowloon,Hong Kong,,,,,,open-meteo,2026-08-08T19:02:59+00:00
So Kon Po,Hong Kong,,,,,,open-meteo,2026-08-08T19:02:59+00:00
Jersey,Jersey,,,,,,open-meteo,2026-08-08T19:03:00+00:00
St Helier,Jersey,,,,,,open-meteo,2026-08-08T19:03:01+00:00
Bodmin,England,50.47151,-4.7243,98.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:01+00:00
Falmouth,England,50.15441,-5.07113,34.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:02+00:00
Macau,Macau,,,,,,open-meteo,2026-08-08T19:03:02+00:00
Taipa,Macau,,,,,,open-meteo,2026-08-08T19:03:03+00:00
Zhuhai,Macau,22.27694,113.56778,35.0,Asia/Shanghai,China,open-meteo,2026-08-08T19:03:03+00:00
Fort-de-France,Martinique,,,,,,open-meteo,2026-08-08T19:03:04+00:00
Le Lamentin,Martinique,,,,,,open-meteo,2026-08-08T19:03:04+00:00
New Caledonia,New Caledonia,,,,,,open-meteo,2026-08-08T19:03:05+00:00
Nouméa,New Caledonia,,,,,,open-meteo,2026-08-08T19:03:05+00:00
Koné,New Caledonia,,,,,,open-meteo,2026-08-08T19:03:06+00:00
Nicosia,Northern Cyprus,35.17284,33.35397,155.0,Asia/Nicosia,Cyprus,open-meteo,2026-08-08T19:03:07+00:00
Kyrenia,Northern Cyprus,35.33634,33.31729,20.0,Asia/Famagusta,Cyprus,open-meteo,2026-08-08T19:03:07+00:00
Morphou,Northern Cyprus,,,,,,open-meteo,2026-08-08T19:03:08+00:00
Belfast,Northern Ireland,54.59682,-5.92541,7.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:08+00:00
Kirkwall,Scotland,58.98479,-2.95873,3.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:09+00:00
Stromness,Scotland,58.96498,-3.29601,7.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:09+00:00
Al-Ram,Palestine,31.38328,34.86256,438.0,Asia/Jerusalem,Israel,open-meteo,2026-08-08T19:03:10+00:00
Hebron,Palestine,,,,,,open-meteo,2026-08-08T19:03:10+00:00
Jenin,Palestine,,,,,,open-meteo,2026-08-08T19:03:11+00:00
Harrogate,England,53.99078,-1.5373,127.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:11+00:00
St. Peter,Jersey,51.53535,-0.09725,25.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:12+00:00
Bayamón,Puerto Rico,,,,,,open-meteo,2026-08-08T19:03:12+00:00
Mayagüez,Puerto Rico,,,,,,open-meteo,2026-08-08T19:03:13+00:00
Añasco,Puerto Rico,,,,,,open-meteo,2026-08-08T19:03:14+00:00
Glasgow,Scotland,55.86515,-4.25763,40.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:14+00:00
Aberdeen,Scotland,57.14369,-2.09814,13.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:15+00:00
Edinburgh,Scotland,55.95206,-3.19648,66.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:15+00:00
Philipsburg,Sint Maarten,,,,,,open-meteo,2026-08-08T19:03:16+00:00
Pirae,Tahiti,,,,,,open-meteo,2026-08-08T19:03:16+00:00
Cardiff,Wales,51.48,-3.18,17.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:17+00:00
Wrexham,Wales,53.04664,-2.99132,87.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:18+00:00
Anglesey,Wales,53.28333,-4.33333,55.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:18+00:00
Fitzwilliam,England,53.63288,-1.3769,65.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:19+00:00
Ossett,England,53.67978,-1.58006,105.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:19+00:00
Athersley,England,53.58032,-1.47363,84.0,Europe/London,United Kingdom,open-meteo,2026-08-08T19:03:20+00:00
